"NPS","Comentario","Insight","Categoria"
"10","Desde la app puedo retirar efectivo en cualquier cajero del banco sin tarjeta física usando solo el móvil. Genero un código QR y lo escaneo en el cajero. Es muy útil cuando olvido la cartera. Una funcionalidad práctica que no he visto en otros bancos.","Extracción de efectivo sin tarjeta mediante código QR desde app","Canales"
"10","Mi gestor personal se adelanta siempre a mis necesidades. Antes de que yo lo piense me llama para ofrecerme soluciones. Llevo diez años con él y ha gestionado perfectamente momentos complejos como la compra de mi casa o la planificación de mi jubilación. Un profesional excepcional.","Gestor proactivo que anticipa necesidades del cliente con relación de largo plazo","Personal"
"2","El agente telefónico que me atendió cuando denuncié un cargo fraudulento no supo cómo gestionar la incidencia. Me transfirió cinco veces a distintos departamentos. Ninguno tomó medidas. Tardé siete días en recuperar el dinero. La gestión telefónica del fraude es deficiente.","Gestión deficiente de fraude por agentes sin capacitación ni coordinación","Personal"
"2","La cuenta de ahorro ofrece un 0.02% de interés anual. Con la inflación actual eso significa perder poder adquisitivo cada año. Hay opciones en el mercado que ofrecen 3% sin vinculación alguna. Mantener dinero aquí es claramente la peor decisión financiera posible para el ahorro.","Rentabilidad de cuenta ahorro muy por debajo de alternativas del mercado","Productos"
"2","Me aprobaron una línea de crédito de 15.000 euros pero con tantas condiciones que es casi imposible usarla: avales necesarios, revisión trimestral y posibilidad de cancelación unilateral por el banco. Más que un producto de financiación parece una trampa llena de restricciones.","Línea de crédito con condiciones restrictivas que dificultan su uso","Productos"
"9","La hipoteca a tipo fijo que firmé tiene unas condiciones inmejorables: sin comisión de apertura, sin penalización por amortizaciones anticipadas y con un tipo del 3.1%. Comparé con seis bancos y este fue claramente el más competitivo. El proceso fue transparente de principio a fin.","Satisfacción con condiciones competitivas de hipoteca fija","Productos"
"10","Los fondos indexados que ofrece el banco tienen comisiones de gestión del 0.15% y réplica fiel al índice. Puedo invertir desde 50 euros mensuales de forma automatizada. Es una forma cómoda de acceder a los mercados globales sin gestión activa. Muy satisfecho con la oferta.","Satisfacción con oferta de fondos indexados de bajo coste","Productos"
"9","La hipoteca a tipo fijo que firmé tiene unas condiciones inmejorables: sin comisión de apertura, sin penalización por amortizaciones anticipadas y con un tipo del 3.1%. Comparé con cinco bancos y este fue claramente el más competitivo. El proceso fue transparente de principio a fin.","Satisfacción con condiciones competitivas de hipoteca fija","Productos"
"9","Las notificaciones push de cada pago con tarjeta son instantáneas y muy claras. Me ayudan a detectar cualquier cargo inesperado de forma inmediata. Gracias a esto detecté un cargo fraudulento en menos de tres minutos y pude bloquearlo desde la misma notificación.","Notificaciones instantáneas de pagos útiles para detección de fraude","Canales"
"4","Los empleados de la oficina no están actualizados sobre los productos digitales del banco. Cuando pregunté por una funcionalidad de la app me dieron información que llevaba meses obsoleta. Si ellos no saben cómo funcionan sus propios productos, ¿cómo van a asesorar a los clientes?","Personal no actualizado sobre productos y funcionalidades digitales del propio banco","Personal"
"9","La tarjeta de crédito no tiene cuota anual y tampoco cobra por operaciones en moneda extranjera. En mis seis viajes de este año no he pagado un solo euro en comisiones por cambio de divisa. Para alguien que viaja habitualmente es una tarjeta con un precio imbatible.","Tarjeta sin comisión anual ni por divisa ideal para clientes viajeros frecuentes","Pricing"
"4","El interés de la hipoteca variable que me ofrecieron es Euríbor más 1.5%. Comparado con el mercado actual es bastante caro. Cuando pedí mejora me dijeron que dependía de la vinculación con productos que no necesito. La mejora del precio condiciona a contratar más productos.","Diferencial hipotecario variable caro condicionado a vinculación de productos no deseados","Pricing"
"6","Contraté un renting de coche a través del banco y el proceso fue muy sencillo. La cuota mensual incluye seguro, mantenimiento y cambio de neumáticos. Sin sorpresas ni costes adicionales. Para alguien que no quiere preocuparse por el coche es una solución cómoda y predecible.","Satisfacción con producto de renting de vehículo integrado con banco","Productos"
"7","El asesor de banca privada tiene buenos conocimientos de mercados y fiscalidad. Las reuniones son productivas aunque a veces me parece que intenta vender productos de la propia gestora del banco antes que opciones de terceros. En general el asesoramiento es de calidad.","Buen asesoramiento en banca privada con posible sesgo hacia productos propios","Personal"
"7","El precio del seguro de hogar es razonable para la cobertura que ofrece. He comparado con cuatro aseguradoras y el banco está en la media del mercado pero con la ventaja de tenerlo todo centralizado. Sin vinculaciones obligatorias. Una opción equilibrada en precio.","Precio de seguro de hogar competitivo con ventaja de centralización sin vinculaciones","Pricing"
"10","Mi gestor personal se adelanta siempre a mis necesidades. Antes de que yo lo piense me llama para ofrecerme soluciones. Llevo diez años con él y ha gestionado perfectamente momentos complejos como la compra de mi casa o la planificación de mi jubilación. Un profesional excepcional.","Gestor proactivo que anticipa necesidades del cliente con relación de largo plazo","Personal"
"3","La cuenta de ahorro da un 0.1% de interés anual. Con la inflación actual es perder dinero en términos reales. Hay alternativas en el mercado que ofrecen 4% sin condiciones. Mantener aquí el ahorro es la peor decisión financiera posible.","Rentabilidad de cuenta ahorro por debajo de inflación y de alternativas del mercado","Pricing"
"8","Cuando llamé con una incidencia urgente me atendieron en menos de cinco minutos. El agente fue directo y resolutivo. Solucionó el problema en la misma llamada sin derivarme a otro departamento. Una atención telefónica que raramente encuentro en otros bancos.","Atención telefónica rápida y resolutiva sin transferencias innecesarias","Canales"
"2","El tipo de interés del crédito al consumo que me ofrecieron era del 17% TAE. Para un cliente de quince años sin incidencias es incomprensible. La competencia me ofreció la mitad. Cuando intenté negociarlo me dijeron que era la tarifa fija para todos. Sin margen de maniobra.","Tipo de interés en crédito al consumo elevado e innegociable","Productos"
"5","Las comisiones del banco están en la media del mercado. Ni muy baratas ni muy caras. Los precios están documentados en la web aunque hay que buscarlos un poco. No tengo quejas pero tampoco motivos para recomendarlos especialmente por precio frente a alternativas más económicas.","Estructura de precios media del mercado sin ventajas ni desventajas competitivas claras","Pricing"
"10","Este banco no cobra comisión de ningún tipo: ni por mantenimiento de cuenta, ni por transferencias nacionales, ni por usar cajeros propios o de otras entidades. Todo incluido sin condiciones ocultas. No esperaba encontrar un banco sin comisiones con tan buen servicio integral.","Cero comisiones en todos los servicios sin condiciones ocultas","Pricing"
"2","Me cobraron 0.20 euros por consultar el saldo en un cajero de otra entidad. En la era del banco digital cobrar por consultar tu propio saldo es completamente anacrónico. Además no me lo informaron al contratar la cuenta. Una comisión pequeña pero muy reveladora de la cultura del banco.","Comisión por consulta de saldo en cajero ajeno anacrónica y no informada al contratar","Pricing"
"5","Los empleados de ventanilla son amables y el ambiente es tranquilo. Sin embargo las colas son largas y los procesos lentos. Para operaciones sencillas como ingresar un cheque tardé más de veinticinco minutos. El trato es bueno pero la eficiencia operativa es mejorable.","Buen trato en ventanilla pero procesos lentos con colas largas","Personal"
"7","El servicio telefónico resuelve bien las consultas básicas de forma rápida. Para gestiones más complejas hay que esperar más tiempo pero eventualmente se resuelven. La calidad del servicio depende mucho de qué agente te toca. Bastante desigual pero en promedio funciona.","Calidad de atención telefónica variable según agente con resultado promedio aceptable","Personal"
"9","Los fondos indexados que ofrece el banco tienen comisiones de gestión del 0.1% y réplica fiel al índice. Puedo invertir desde 30 euros mensuales de forma automatizada. Es una forma cómoda de acceder a los mercados globales sin gestión activa. Muy satisfecho con la oferta.","Satisfacción con oferta de fondos indexados de bajo coste","Productos"
"3","La cuenta nómina que me ofrecieron tiene tantas condiciones de vinculación que es imposible cumplirlas todas: nómina mínima de 1.500 euros, tres recibos domiciliados, tarjeta de crédito activa y seguro contratado. Si no cumples todo te cobran comisión. Es una trampa para cobrar comisiones camuflada.","Condiciones de exención en cuenta nómina imposibles de cumplir para la mayoría","Productos"
"4","Los empleados de la oficina no están actualizados sobre los productos digitales del banco. Cuando pregunté por una funcionalidad de la app me dieron información que llevaba meses obsoleta. Si ellos no saben cómo funcionan sus propios productos, ¿cómo van a asesorar a los clientes?","Personal no actualizado sobre productos y funcionalidades digitales del propio banco","Personal"
"10","El servicio de banca privada es excepcional. Mi asesor dedica tiempo real a conocer mis objetivos y personales. Las reuniones de seguimiento son frecuentes y productivas. Me siento completamente acompañado en cada decisión financiera importante. Justifica ampliamente lo que cuesta.","Excelente servicio de banca privada con asesoramiento personalizado profundo","Personal"
"10","El seguro de hogar del banco tiene una cobertura excelente: daños por agua, robo, responsabilidad civil y asistencia 24 horas. El precio es competitivo. Cuando tuve una fuga de agua me enviaron un técnico en menos de dos horas y cubrieron todos los gastos sin discusión.","Satisfacción con cobertura y rapidez de respuesta del seguro de hogar","Productos"
"8","El precio del seguro de coche que contraté a través del banco es quince% más barato que la renovación que me daba mi aseguradora anterior. La cobertura es equivalente o mejor. Con la comodidad de tenerlo domiciliado en la misma cuenta. Una compra claramente ganadora en precio.","Seguro de coche más económico que alternativa previa con cobertura equivalente","Pricing"
"3","Después de la última actualización la app tardó cuatro días en funcionar con normalidad. Hubo transacciones que no se procesaron correctamente y tuve que ir a la oficina a resolverlas. Las actualizaciones deberían probarse antes de lanzarlas masivamente a los clientes.","Actualización de app que causó fallos en transacciones y requirió visita a sucursal","Canales"
"8","El crédito al consumo lo aprobaron en veinte minutos de forma completamente online. Sin papeleo, sin ir a la oficina. El tipo fue razonable y las condiciones claras desde el principio. Para una compra importante es una alternativa cómoda y sin sorpresas.","Crédito al consumo aprobado digitalmente con rapidez y condiciones claras","Productos"
"10","Las transferencias inmediatas funcionan perfectamente veinticuatro horas al día los 365 días de la semana. El dinero llega en menos de veinte segundos. Sin límite de horario ni recargo adicional. Para operaciones urgentes es una funcionalidad imprescindible que este banco tiene perfectamente implementada.","Transferencias inmediatas disponibles 24/7 sin costes adicionales","Canales"
"4","El horario del servicio telefónico es de 9:00 a 20:00. Si tienes una urgencia fuera de ese horario no puedes contactar con nadie. Para bloquear una tarjeta o reportar un fraude en fin de semana hay un número de emergencias pero no sirve para nada más. Muy limitado.","Horario de atención telefónica limitado sin cobertura para urgencias generales","Canales"
"8","Las notificaciones push de cada pago con tarjeta son instantáneas y muy claras. Me ayudan a detectar cualquier cargo inesperado de forma inmediata. Gracias a esto detecté un cargo fraudulento en menos de tres minutos y pude bloquearlo desde la misma notificación.","Notificaciones instantáneas de pagos útiles para detección de fraude","Canales"
"4","Cuando quise cancelar el préstamo personal anticipadamente me cobraron una penalización del 4% sobre el capital pendiente. Esto no me lo explicaron al contratar. Lo descubrí en un anexo de cincuenta páginas del contrato. Me costó más cancelar que terminar de pagar los plazos.","Penalización por cancelación anticipada de préstamo no informada al contratar","Productos"
"9","Todas las comisiones del banco están perfectamente detalladas en un documento de tarifas fácil de encontrar en la web. Sin letra pequeña ni condiciones ocultas. Cuando pregunto me explican el coste exacto antes de hacer cualquier operación. Una transparencia en precios que se agradece.","Alta transparencia en comunicación de tarifas y precios antes de operar","Pricing"
"10","La cuenta de ahorro da un 3.5% TAE sin vinculaciones obligatorias ni plazos mínimos. El dinero está disponible en cualquier momento. Con la inflación controlándose es una buena opción para el ahorro a corto plazo. El mejor tipo que he encontrado en banca tradicional.","Cuenta ahorro con tipo competitivo y disponibilidad inmediata sin condiciones","Pricing"
"2","El fondo de inversión activo que me recomendaron ha perdido un 10% en dos años mientras el índice de referencia subía. Las comisiones de gestión superan el 1.8% anual. Me siento engañado por un producto que prometía rendimientos superiores al mercado y no ha cumplido.","Pérdidas en fondo activo con comisiones altas sin justificación de rendimiento","Productos"
"1","La app me bloqueó la cuenta sin motivo aparente justo antes de un viaje importante. No pude operar durante dos días. El proceso de desbloqueo requirió ir a la oficina con documentación original. Nadie me explicó por qué se bloqueó. Un sistema de seguridad que penaliza al cliente legítimo.","Bloqueo injustificado de cuenta por la app en momento crítico sin explicación","Canales"
"5","Mi tarjeta de crédito tiene un límite de 1.000 euros que no me suben desde hace tres años aunque lo solicito cada seis meses. Con ese límite no puedo hacer reservas de hotel ni alquilar coches en el extranjero. Es un producto completamente inútil para mis necesidades actuales.","Límite de crédito insuficiente sin posibilidad de ampliación tras múltiples solicitudes","Productos"
"2","El tipo de interés del préstamo personal que me ofrecieron era del 16% TAE. Para un cliente con buen historial crediticio es completamente injustificado. Otros bancos online me ofrecían la mitad. Cuando intenté negociarlo me dijeron que era la tarifa estándar sin excepciones.","Tipo de interés del préstamo personal no competitivo ni negociable","Productos"
"9","Las alertas de seguridad me notifican de inmediato ante cualquier intento de acceso inusual. Puedo bloquear la tarjeta desde la app en segundos. El doble factor de autenticación funciona perfectamente. Gracias a este sistema detecté un intento de fraude y evité perder 300 euros.","Sistema de alertas y seguridad digital que permitió evitar fraude","Canales"
"7","El tipo de interés de la hipoteca es aceptable aunque no el más bajo del mercado. Lo compensan con menos comisiones de apertura y más flexibilidad en amortizaciones. En el coste total de la hipoteca a largo plazo acaba siendo una opción competitiva si se considera todo.","Tipo hipotecario compensado por menor coste en comisiones y mayor flexibilidad","Pricing"
"9","El director de la oficina intervino personalmente para resolver una incidencia compleja que otros empleados no habían podido solucionar. Fue directo, eficiente y empático. En menos de treinta minutos el problema estaba resuelto. Un directivo que lidera con el ejemplo.","Director de oficina que interviene eficazmente para resolver incidencias complejas","Personal"
"4","El sistema de cita previa online falla constantemente. A veces te confirma la cita pero no aparece en el sistema cuando llegas. He llegado con cita reservada dos veces y me han dicho que no constaba. Un sistema de gestión de citas completamente poco fiable.","Sistema de cita previa con fallos que invalidan reservas confirmadas","Canales"
"8","El seguro de vida que contraté de forma independiente tiene buena cobertura: capital asegurado de 200.000 euros, invalidez incluida y prima razonable. No tuve que vincularlo a ningún producto. Lo recomendaría como protección básica para una familia con hipoteca.","Satisfacción con seguro de vida contratado sin vinculaciones obligatorias","Productos"
"9","Por domiciliar cinco recibos en la cuenta me eliminaron todas las comisiones y me redujeron el diferencial de la hipoteca en quince puntos básicos. El ahorro anual real es de más de 500 euros. Las condiciones de vinculación son alcanzables y los beneficios son tangibles.","Ahorro significativo por vinculación con condiciones de domiciliación alcanzables","Pricing"
"10","El servicio de banca privada es excepcional. Mi asesor dedica tiempo real a conocer mis objetivos y personales. Las reuniones de seguimiento son frecuentes y productivas. Me siento completamente acompañado en cada decisión financiera importante. Justifica ampliamente lo que cuesta.","Excelente servicio de banca privada con asesoramiento personalizado profundo","Personal"
"3","El fondo de inversión activo que me recomendaron ha perdido un 15% en dos años mientras el índice de referencia subía. Las comisiones de gestión superan el 1.5% anual. Me siento engañado por un producto que prometía rendimientos superiores al mercado y no ha cumplido.","Pérdidas en fondo activo con comisiones altas sin justificación de rendimiento","Productos"
"10","La cuenta nómina no tiene ninguna comisión con solo domiciliar la nómina. Incluye seguro de accidentes, descuento del 0.2% en la hipoteca y tarjeta sin cuota anual. El conjunto de beneficios supera con creces lo que me cobrarían en otros bancos por servicios equivalentes.","Cuenta nómina con amplio paquete de beneficios por vinculación","Productos"
"7","La oficina está bien ubicada en el centro con aparcamiento cercano. Los jueves tienen horario de tarde hasta las 19:00, lo cual es muy útil si trabajas. La sala de espera es cómoda. Podría mejorar el tiempo medio de espera pero en general es accesible.","Buena accesibilidad y ubicación de sucursal con horario de tarde","Canales"
"2","Los agentes del call center no tienen capacidad para tomar ninguna decisión autónoma. Todo lo derivan a la oficina o a otro departamento. Son incapaces de resolver nada por sí mismos. El canal telefónico existe pero no sirve para gestiones que requieran alguna resolución.","Agentes telefónicos sin autonomía para resolver incidencias de forma independiente","Personal"
"10","El servicio de banca privada es excepcional. Mi asesor dedica tiempo real a conocer mis objetivos y personales. Las reuniones de seguimiento son frecuentes y productivas. Me siento completamente acompañado en cada decisión financiera importante. Justifica ampliamente lo que cuesta.","Excelente servicio de banca privada con asesoramiento personalizado profundo","Personal"
"2","La cuenta nómina que me ofrecieron tiene tantas condiciones de vinculación que es imposible cumplirlas todas: nómina mínima de 1.500 euros, tres recibos domiciliados, tarjeta de crédito activa y seguro contratado. Si no cumples todo te cobran comisión. Es una trampa para cobrar comisiones camuflada.","Condiciones de exención en cuenta nómina imposibles de cumplir para la mayoría","Productos"
"1","El asesor comercial me presionó para contratar un producto de inversión que no necesitaba sin explicarme los riesgos. Fue evasivo con mis preguntas. Meses después el producto acumulaba pérdidas significativas. Cuando reclamé me dijo que yo había firmado el contrato. Una mala praxis comercial inaceptable.","Venta agresiva de producto inadecuado sin transparencia sobre riesgos reales","Personal"
"3","El seguro de vida vinculado a la hipoteca me cuesta 100 euros al mes. Comparado con el mismo seguro en una aseguradora externa me cobran el doble. La razón es que el banco tiene margen sobre el seguro vinculado. Un precio abusivo aprovechando la posición de dominio.","Prima de seguro de vida vinculado a hipoteca muy superior al precio de mercado","Pricing"
"10","La hipoteca a tipo fijo que firmé tiene unas condiciones inmejorables: sin comisión de apertura, sin penalización por amortizaciones anticipadas y con un tipo del 3.0%. Comparé con seis bancos y este fue claramente el más competitivo. El proceso fue transparente de principio a fin.","Satisfacción con condiciones competitivas de hipoteca fija","Productos"
"7","Las notificaciones push de cada pago con tarjeta son instantáneas y muy claras. Me ayudan a detectar cualquier cargo inesperado de forma inmediata. Gracias a esto detecté un cargo fraudulento en menos de tres minutos y pude bloquearlo desde la misma notificación.","Notificaciones instantáneas de pagos útiles para detección de fraude","Canales"
"9","El proceso de firma de la hipoteca fue ágil y sin sorpresas. Me asignaron un gestor exclusivo que me acompañó en cada paso. Las condiciones acordadas al inicio fueron exactamente las que firmé. Después de ocho años siendo cliente, es la mejor decisión financiera que he tomado con este banco.","Proceso hipotecario ágil y transparente sin cambios en condiciones","Productos"
"10","La cuenta nómina no tiene ninguna comisión con solo domiciliar la nómina. Incluye seguro de accidentes, descuento del 0.25% en la hipoteca y tarjeta sin cuota anual. El conjunto de beneficios supera con creces lo que me cobrarían en otros bancos por servicios equivalentes.","Cuenta nómina con amplio paquete de beneficios por vinculación","Productos"
"4","Cobran comisión por hacer una transferencia SEPA dentro de la Unión Europea. Esto lleva años siendo contrario a la normativa europea. Ellos la envuelven como gasto de gestión pero es lo mismo. Una práctica que perjudica al cliente y que debería estar prohibida.","Cobro encubierto por transferencia SEPA contrario a regulación europea","Pricing"
"3","Cobran comisión por hacer una transferencia SEPA dentro de la Unión Europea. Esto lleva años siendo contrario a la normativa europea. Ellos la envuelven como gasto de gestión pero es lo mismo. Una práctica que perjudica al cliente y que debería estar prohibida.","Cobro encubierto por transferencia SEPA contrario a regulación europea","Pricing"
"7","La tarjeta débito contactless funciona en todos los comercios y en el transporte público. Las notificaciones son instantáneas y me ayudan a controlar el gasto diario. El único punto de mejora sería poder generar números de tarjeta virtuales para compras online.","Satisfacción con tarjeta débito contactless con sugerencia de mejora","Productos"
"9","Sin cajeros del propio banco en el extranjero puedo sacar efectivo en cualquier cajero de Europa sin comisión gracias a mi tarjeta. En ocho países diferentes nunca he pagado nada extra. Para un viajero frecuente es un beneficio en precios que marca la diferencia.","Sin comisión por retirada en cajeros europeos para clientes viajeros","Pricing"
"10","Por domiciliar cuatro recibos en la cuenta me eliminaron todas las comisiones y me redujeron el diferencial de la hipoteca en veinticinco puntos básicos. El ahorro anual real es de más de 1.200 euros. Las condiciones de vinculación son alcanzables y los beneficios son tangibles.","Ahorro significativo por vinculación con condiciones de domiciliación alcanzables","Pricing"
"10","Contraté la hipoteca verde porque la vivienda tiene certificado energético A y me aplicaron un diferencial diez puntos básicos menor. El ahorro a largo plazo es considerable. Además, el banco planta un árbol por cada hipoteca verde contratada. Un producto bien diseñado con impacto real.","Satisfacción con hipoteca verde y beneficio por eficiencia energética","Productos"
"9","Sin cajeros del banco cerca pude usar cualquier cajero de España sin comisión gracias a los acuerdos de la red. Esto es un gran valor cuando viajas por zonas rurales. Sin ese beneficio tendría que buscar cajeros específicos. Un ahorro real en el día a día.","Sin comisión en cajeros de red ampliada, beneficio tangible en movilidad","Pricing"
"2","Mi reclamación formal lleva cuatro meses sin resolución. Me han llamado tres veces para pedirme más información que ya había enviado. Cada llamada es de una persona diferente que no conoce el caso. El proceso de reclamaciones parece diseñado para que el cliente se rinda.","Proceso de reclamación prolongado con falta de coordinación interna y seguimiento","Personal"
"9","El banco tiene un servicio de acompañamiento para clientes mayores muy bien implementado. Cuando acompañé a mi padre, el gestor le explicó todo con paciencia, en términos sencillos y sin prisa. Es un ejemplo de cómo debería ser la atención a un colectivo vulnerable.","Excelente atención personalizada a clientes mayores con paciencia y lenguaje sencillo","Personal"
"9","La función de presupuestador de la app clasifica automáticamente mis gastos en categorías y me muestra gráficos semanales y mensuales. Me ha ayudado a detectar gastos recurrentes que no recordaba tener. Es una herramienta de finanzas personales muy completa integrada en el banco.","Presupuestador automático en app útil para control de gastos personales","Canales"
"9","Mi gestora conoce perfectamente mi situación financiera, mis objetivos y mis aversiones al riesgo. Nunca me ha propuesto un producto que no se ajuste a mi perfil. Sus recomendaciones han sido siempre acertadas. Es exactamente el tipo de asesoramiento que espero de un banco de confianza.","Asesora con conocimiento profundo del perfil y objetivos del cliente","Personal"
"3","El chatbot no entiende preguntas complejas. Responde siempre con respuestas genéricas que no se adaptan a mi situación. Cuando insisto me manda a un FAQ que tampoco resuelve mi duda. Al final tengo que llamar o ir a la oficina de todas formas. Un asistente inútil.","Chatbot incapaz de resolver consultas específicas y no genéricas","Canales"
"3","Me aprobaron una línea de crédito de 15.000 euros pero con tantas condiciones que es casi imposible usarla: avales necesarios, revisión trimestral y posibilidad de cancelación unilateral por el banco. Más que un producto de financiación parece una trampa llena de restricciones.","Línea de crédito con condiciones restrictivas que dificultan su uso","Productos"
"10","Este banco no cobra comisión de ningún tipo: ni por mantenimiento de cuenta, ni por transferencias nacionales, ni por usar cajeros propios o de otras entidades. Todo incluido sin condiciones ocultas. No esperaba encontrar un banco sin comisiones con tan buen servicio integral.","Cero comisiones en todos los servicios sin condiciones ocultas","Pricing"
"9","Cuando tengo dudas sobre productos o normativa fiscal los empleados del banco siempre me dan información correcta y actualizada. Me parece que el banco invierte en formación continua de su plantilla. Eso se nota y se agradece cuando uno necesita asesoramiento de verdad.","Personal bien formado que da información correcta y actualizada sobre productos y fiscalidad","Personal"
"4","El tipo de interés del crédito al consumo es del 16% TAE para un cliente sin incidencias. La competencia ofrece la mitad. Cuando lo intenté negociar me dijeron que era tarifa fija sin excepciones. Para financiación de consumo este banco no es una opción válida.","Tipo de interés en crédito al consumo muy elevado sin posibilidad de negociación","Pricing"
"1","El cajero de mi sucursal habitual lleva más de dos semanas fuera de servicio. El siguiente más cercano está a dos kilómetros. He llamado varias veces para reportarlo y nadie lo repara. Para los clientes mayores que dependen del efectivo es una situación completamente inadmisible.","Cajero averiado sin reparar durante semanas con impacto en clientes dependientes de efectivo","Canales"
"3","El proceso de solicitud de la hipoteca fue un desastre total. Me pidieron la misma documentación tres veces porque la perdían. Tardaron siete meses en darme respuesta. Cuando por fin aprobaron la hipoteca habían cambiado las condiciones iniciales. Perdí la reserva del piso por su ineficiencia.","Proceso hipotecario caótico con cambio de condiciones y documentación perdida","Productos"
"2","Los extractos de cuenta solo están disponibles online para los últimos tres meses. Para documentación más antigua hay que solicitarla en oficina con diez días de antelación y a veces cobran por ello. En plena era digital limitar el acceso al histórico es completamente injustificable.","Historial documental digital limitado con cobro por documentación antigua","Canales"
"7","Los cajeros del banco están distribuidos por toda la ciudad y rara vez están fuera de servicio. El proceso de operación es rápido e intuitivo. Además puedo hacer ingresos en efectivo en la mayoría de ellos. Un servicio de cajeros fiable y bien mantenido.","Buena disponibilidad y mantenimiento de la red de cajeros","Canales"
"2","El asesor me recomendó un fondo de inversión con un perfil de riesgo muy superior al mío sin advertirme. Cuando perdí dinero significativo me presentó el contrato que yo había firmado como única respuesta. Un asesoramiento irresponsable que incumple claramente la normativa MiFID.","Asesoramiento que incumple normativa MiFID al no ajustarse al perfil de riesgo del cliente","Personal"
"7","El precio del seguro de hogar es razonable para la cobertura que ofrece. He comparado con cinco aseguradoras y el banco está en la media del mercado pero con la ventaja de tenerlo todo centralizado. Sin vinculaciones obligatorias. Una opción equilibrada en precio.","Precio de seguro de hogar competitivo con ventaja de centralización sin vinculaciones","Pricing"
"2","El teléfono de atención al cliente tiene una espera media de cincuenta minutos. El menú de voz tiene tres niveles de opciones antes de poder hablar con alguien. Muchas veces me han cortado la llamada en la espera. Es el canal más frustrante de todos los que ofrece el banco.","Esperas excesivas y menú telefónico complejo que dificulta contacto con agente","Canales"
"1","El seguro de vida vinculado a la hipoteca tiene unas condiciones abusivas. Me cobran 100 euros al mes por una cobertura que apenas protege el 60% de la deuda. Cuando quise cancelarlo me dijeron que tenía penalización de tres años de primas. Me siento completamente atrapado.","Seguro de vida vinculado a hipoteca con condiciones abusivas y cancelación penalizada","Productos"
"8","Pedir cita previa online es muy sencillo: en menos de dos minutos tienes confirmación y un recordatorio por SMS el día anterior. El día de la cita no tuve que esperar nada. La digitalización del proceso presencial está muy bien implementada.","Sistema de cita previa online ágil y efectivo sin esperas","Canales"
"9","El banco tiene un servicio de acompañamiento para clientes mayores muy bien implementado. Cuando acompañé a mi padre, el gestor le explicó todo con paciencia, en términos sencillos y sin prisa. Es un ejemplo de cómo debería ser la atención a un colectivo vulnerable.","Excelente atención personalizada a clientes mayores con paciencia y lenguaje sencillo","Personal"
"7","Por tener la nómina y los recibos domiciliados recibo una bonificación de 120 euros al año. La condición es fácil de cumplir y la bonificación llega puntualmente cada semestre. Una forma honesta y simple de premiar la vinculación del cliente.","Bonificación por vinculación sencilla que el banco aplica con puntualidad","Pricing"
"7","El tipo de interés de la hipoteca variable es Euríbor más 0.4%. Un diferencial muy competitivo. Además puedo hacer novación a tipo fijo sin coste en cualquier momento. Esta flexibilidad en el precio de la hipoteca me parece un valor diferencial importante.","Diferencial hipotecario competitivo con opción de novación a fijo sin coste","Pricing"
"1","Me prometieron un tipo fijo del 3.1% y al firmar era el 3.4%. Nadie me avisó del cambio. Cuando reclamé me dijeron que había sido un error administrativo y que ya no podían modificarlo. Firmé bajo presión porque ya tenía fecha de notaría. Me siento completamente engañado.","Modificación de tipo hipotecario sin previo aviso al momento de la firma","Productos"
"7","El precio del seguro de coche que contraté a través del banco es quince% más barato que la renovación que me daba mi aseguradora anterior. La cobertura es equivalente o mejor. Con la comodidad de tenerlo domiciliado en la misma cuenta. Una compra claramente ganadora en precio.","Seguro de coche más económico que alternativa previa con cobertura equivalente","Pricing"
"2","El renting que me ofrecieron tenía una letra pequeña con penalizaciones por exceso de kilómetros que triplicaban la cuota mensual. Nadie me lo explicó claramente. Al entregar el coche me pasaron una factura inesperada de 800 euros. Un producto poco transparente y con sorpresas al final.","Penalizaciones ocultas en contrato de renting no explicadas al contratar","Productos"
"6","Los cajeros funcionan correctamente para las operaciones básicas. Sin embargo algunos modelos más antiguos tienen la pantalla muy deteriorada y es difícil leer. Para ingresar efectivo solo funcionan uno de los tres cajeros de mi oficina habitual. Podría mejorarse la inversión en mantenimiento.","Funcionamiento básico de cajeros con deterioro en equipos más antiguos","Canales"
"9","La función de presupuestador de la app clasifica automáticamente mis gastos en categorías y me muestra gráficos semanales y mensuales. Me ha ayudado a detectar gastos recurrentes que no recordaba tener. Es una herramienta de finanzas personales muy completa integrada en el banco.","Presupuestador automático en app útil para control de gastos personales","Canales"
"1","El seguro de vida vinculado a la hipoteca tiene unas condiciones abusivas. Me cobran 80 euros al mes por una cobertura que apenas protege el 70% de la deuda. Cuando quise cancelarlo me dijeron que tenía penalización de dos años de primas. Me siento completamente atrapado.","Seguro de vida vinculado a hipoteca con condiciones abusivas y cancelación penalizada","Productos"
"10","El plan de pensiones supera todas mis expectativas. La rentabilidad anual ha sido superior al 10% en los últimos tres años. Puedo cambiar el perfil de riesgo sin penalización y las comisiones de gestión son de las más bajas del sector. El mejor producto de ahorro a largo plazo que conozco.","Alta rentabilidad y bajas comisiones en plan de pensiones","Productos"
